Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.26
Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.06,0.16,0.0,0.03,0.25
Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,0.04,0.03,0.0,0.01,0.08
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,0.1,0.04,0.0,0.0,0.14
All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.15
TMNT,Wii,2007,Action,Ubisoft,0.34,0.03,0.0,0.03,0.4
Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0.0,0.0,0.14,0.0,0.14
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14
Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05,0.57
Jackass the Game DS,DS,2008,Action,Empire Interactive,0.06,0.0,0.0,0.01,0.07
Xenogears,PS,1998,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,1.47
The Croods: Prehistoric Party!,DS,2013,Misc,D3Publisher,0.03,0.04,0.0,0.01,0.08
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
The Destiny of Zorro,Wii,2009,Action,505 Games,0.1,0.0,0.0,0.01,0.11
R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.29
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.02,0.02,0.0,0.01,0.05
Amagami,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17
Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.03,0.03,0.07,0.02,0.15
Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Platform,Epoch,0.0,0.0,0.09,0.06,0.15
K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0.0,0.0,0.03,0.0,0.03
NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85
Irotoridori no Sekai: World's End Re-Birth,PSV,2015,Action,HuneX,0.0,0.0,0.01,0.0,0.01
Unreal Tournament III,PC,2007,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87
Avatar: The Last Airbender,PSP,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision,0.06,0.16,0.02,0.05,0.29
Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0,0.1
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15
Open Season,GC,2006,Platform,Ubisoft,0.13,0.03,0.0,0.0,0.16
Lunacy,SAT,1996,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,Unknown,0.38,0.14,0.0,0.01,0.53
New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1
Cabela's Adventure Camp,Wii,2011,Misc,Activision,0.15,0.02,0.0,0.01,0.18
NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27
Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.16
Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.17
NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment,0.0,0.0,0.31,0.0,0.31
Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65
Cars: Race-O-Rama,PSP,2009,Racing,THQ,0.29,0.07,0.0,0.06,0.42
Marvel Super Heroes,SAT,1997,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06
Beat City,DS,2010,Misc,THQ,0.07,0.0,0.0,0.01,0.08
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007,Strategy,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1
Get Fit with Mel B,Wii,2010,Sports,Black Bean Games,0.03,0.05,0.0,0.01,0.09
Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.93
MLB 15: The Show,PSV,2015,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.01,0.04
Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3,1.69
Hannah Montana: The Movie,Wii,2009,Adventure,Disney Interactive Studios,0.13,0.18,0.0,0.04,0.35
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21
Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts,0.21,0.05,0.0,0.0,0.26
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,0.31
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06
Sonic Lost World,WiiU,2013,Platform,Sega,0.24,0.12,0.01,0.03,0.4
Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.09,0.07,0.0,0.02,0.18
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15
Shadow Man,PS,1998,Action,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25
One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
Deep Fear,SAT,1998,Adventure,Sega,0.0,0.0,0.08,0.0,0.08
Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.03
Grudge Warriors,PS,1999,Action,Take-Two Interactive,0.23,0.16,0.0,0.03,0.42
Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11
TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.24,0.0,0.05,0.32
Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,0.01,0.01,0.0,0.0,0.02
Ultimate Spider-Man,GBA,2005,Action,Activision,0.22,0.08,0.0,0.01,0.31
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.54,0.0,0.1,1.15
The Grinch,PS,1999,Adventure,Konami Digital Entertainment,0.29,0.2,0.0,0.03,0.52
Spartan: Total Warrior,XB,2005,Action,Sega,0.1,0.03,0.0,0.0,0.13
Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24
Momotarou Dentetsu DS: Tokyo & Japan,DS,2007,Misc,Hudson Soft,0.0,0.0,0.34,0.0,0.34
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0.0,0.1,0.76
Zoo Vet: Endangered Animals,DS,2008,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03
WWF Raw,XB,2002,Fighting,THQ,0.4,0.13,0.0,0.02,0.55
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.53,0.0,0.2,1.0
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
ESPN NFL Football,PS2,2003,Sports,Sega,0.27,0.21,0.0,0.07,0.55
Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34
Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0.0,0.01,0.04
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06
Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16
Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03
Kidou Senshi Gundam 00,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.61,0.37,0.0,0.11,1.09
Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32
Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.05,0.04,0.0,0.01,0.1
Bank Heist,2600,1982,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0.0,0.0,0.06,0.0,0.06
Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0.0,0.02,0.13
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1
2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04
Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09
Love Plus +,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23
The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.51
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.59
WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,0.53,0.01,0.0,0.54,1.08
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.12,0.02,0.0,0.01,0.15
Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,0.24,0.04,0.0,0.02,0.3
SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0.0,0.01,0.19
Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.81
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01
Hot Potato!,GBA,2001,Action,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.2,0.0,0.08,0.53
Monster Jam: Path of Destruction,PSP,2010,Racing,Activision,0.07,0.0,0.0,0.01,0.08
Fritz Chess,DS,2009,Strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02
SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4
Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.49,1.12,0.0,0.09,1.7
Rango: The Video Game,DS,2011,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.11
Pro Baseball Spirits 2015,PSV,2015,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.11
GT Advance Championship Racing,GBA,2001,Racing,THQ,0.24,0.09,0.0,0.01,0.34
Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.47
Winning Post 5,PS2,2001,Sports,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
NHL 15,X360,2014,Sports,Electronic Arts,0.35,0.07,0.0,0.04,0.46
FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16
Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1
NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,0.0,0.0,0.02,0.0,0.02
Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,THQ,0.29,0.11,0.0,0.01,0.41
Starcraft 64,N64,2000,Strategy,Nintendo,0.13,0.03,0.0,0.0,0.16
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.36
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74
Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0.0,0.03,0.21
Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07
Tomb Raider: The Last Revelation,PC,1998,Action,Eidos Interactive,0.41,0.0,0.0,0.0,0.41
Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0.03,0.0,0.0,0.0,0.03
ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,0.2,0.0,0.06,2.18
Mario Party 8,Wii,2007,Misc,Nintendo,3.81,2.3,1.58,0.73,8.42
Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78
Thief (2014),PC,2014,Action,Square Enix,0.0,0.09,0.0,0.02,0.11
Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22
Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14
Jikkyou Powerful Pro Yakyuu 2012,PSV,2012,Action,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1
Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06
Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,0.0,0.0,1.0,0.07,1.07
The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11
Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0.0,0.06,1.7
All Grown Up! Express Yourself,GBA,2004,Misc,THQ,0.13,0.05,0.0,0.0,0.18
SD Gundam G Generation,PS,1998,Strategy,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72
Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01
Resident Evil 4,PC,2007,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03
F1 2013,X360,2013,Racing,Codemasters,0.01,0.28,0.0,0.03,0.32
Millipede,2600,1983,Shooter,Atari,0.45,0.03,0.0,0.01,0.49
Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0.0,0.01,0.15
V-Rally 3,XB,2003,Racing,Atari,0.01,0.0,0.0,0.0,0.01
True Pinball,PS,1996,Misc,Ocean,0.02,0.01,0.0,0.0,0.03
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0
Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0.0,0.05,0.0,0.0,0.05
Turok,PS3,2008,Action,Touchstone,0.35,0.22,0.01,0.1,0.68
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
Zero4 Champ RR-Z,SNES,1995,Racing,Media Rings,0.0,0.0,0.1,0.0,0.1
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.07
Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.53
Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.02
Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,0.06,0.05,0.0,0.01,0.12
Seven Samurai 20XX,PS2,2004,Action,Sega,0.04,0.03,0.0,0.01,0.08
The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,0.01,0.01,0.0,0.0,0.02
Terranigma,SNES,1995,Role-Playing,Nintendo,0.0,0.0,0.09,0.0,0.09
Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.06
Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.19,0.0,0.0,0.01,0.2
My English Coach: Para Hispanoparlantes,DS,2009,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.09
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.19
DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.2
Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.71,0.22,0.52,0.1,1.55
Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0.0,0.03,0.21
Mass Effect Trilogy,X360,2012,Action,Electronic Arts,0.28,0.1,0.0,0.03,0.41
Pro Yaky? Spirits 2012,PSP,2012,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13
DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0.0,0.02,0.13
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02
Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.94,0.06,0.33,1.78
Rugby 15,X360,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.0,0.05
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.33,0.09,0.12,0.95
PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,0.0,0.1,0.0,0.01,0.11
Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,0.18,0.04,0.0,0.0,0.22
Army Men: Air Combat,N64,2000,Action,3DO,0.19,0.05,0.0,0.0,0.24
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03
Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega,0.0,0.0,0.28,0.0,0.28
LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.1,0.15,0.0,0.07,0.32
RPG Maker II,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13
Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33
Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23
Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0.0,0.02,0.0,0.01,0.03
Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03
LEGO City Undercover,3DS,2013,Platform,Nintendo,0.51,0.75,0.07,0.12,1.45
Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.03,0.21
The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Transformers: Prime,3DS,2012,Action,Activision,0.13,0.03,0.0,0.01,0.17
UEFA Champions League 2006-2007,PSP,2007,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.01
FIFA Soccer 08,PC,2007,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01
The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56
Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33
Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
Super Robot Taisen A Portable,PSP,2008,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.33
Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.15,0.0,0.06,0.31
Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,0.24
"Murder, She Wrote",PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
Air Conflicts: Secret Wars,PS3,2011,Simulation,bitComposer Games,0.1,0.06,0.0,0.03,0.19
Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.84,0.0,0.0,0.06,0.9
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.44
Danny Phantom: Urban Jungle,DS,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04
Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.23
Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0.0,0.01,0.05
Barnyard,GC,2006,Action,THQ,0.09,0.02,0.0,0.0,0.11
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.06,0.74
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12
All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0.0,0.08,0.8
Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.15,0.0,0.07,0.39
Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios,0.26,0.08,0.0,0.01,0.35
Blitz: Overtime,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0.0,0.0,0.0,0.02
Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.53
MTV Music Generator,PS,1999,Misc,Codemasters,0.26,0.18,0.0,0.03,0.47
Homefront,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.45
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.07,0.0,0.0,0.01,0.08
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,Unknown,0.87,0.32,0.0,0.02,1.21
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.29,0.23,0.0,0.08,0.6
Triple Play 2000,N64,1999,Sports,Electronic Arts,0.27,0.01,0.0,0.0,0.28
Let's Ride! Friends Forever,DS,2008,Adventure,THQ,0.07,0.0,0.0,0.0,0.07
Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,0.12,0.02,0.0,0.01,0.15
Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13
FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.19,0.02,0.1,0.36
Guild Wars 2,PC,2012,Action,NCSoft,0.95,1.06,0.0,0.29,2.3
Robotica,SAT,1994,Shooter,Sega,0.0,0.0,0.06,0.0,0.06
Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0.0,0.0,0.13,0.0,0.13
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02
Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,0.06,0.04,0.0,0.01,0.11
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
